Id|meetup_id|name|member_count|join_mode|description|created|categories
768|29758714|International Leadership|75|open|I want to help people to become better leaders so they can help those around them to Aspire Flourish|2018-09-10|['Career & Business']
769|21047234|Startup Jobs and Events Dublin|440|open|Interested in joining a startup or building a team for your own startup Join us once a month for networking meet startups find jobs or build a great team For Entrepreneurs and Startups find co founders partners full time employees or interns For Job seekers Tech Geeks Designers network with startups and discover jobs For Students join our meetup and find internships and project opportunities For Investors and Accelerators meet with emerging startups at our pitch meetings for accelerator programs such as 500 Startups YCombinator Our goal is to connect startups with talent We hold regular after work networking events as well as workshops with guest speakers focused on the legal social and technical challenges of putting together a startup dream team co founder agreements share agreements job contracts and all the nitty gritty stuff Looking forward to seeing you all at our meetups|2016-11-05|['Career & Business']
770|9378712|MTUGD.IE|458|open|The Official MTUGD User group is for anyone interested in Microsoft technologies we have great speakers from here and abroad talking on a wide range of exciting tech topics Follow us here to see upcoming events come learn participate and chat with your peers in the industry over a few drinks Look forward to seeing you at the next meet up|2013-07-16|['Tech']
771|22248979|ISACA Ireland Meetup Group|36|approval|Welcome to ISACA Ireland Our aim is to sponsor local educational seminars and workshops conduct regular chapter meetings and help to further promote and elevate the visibility of the IS audit control and security profession throughout the area|2017-02-05|['Tech']
772|22255678|Dublin Culture Nights/New Sobriety|11|approval|For people who have come to sobriety and want to meet up during a week night Nights will revolve around an event be it a film or a play No pressure to arrive and start talking about your sobriety It s just a way to get out of the house when social events can be limited for people who have come to sobriety Each night will begin in a cafe Note this meetup is for those on a new path and not for those who have never imbibed|2017-02-06|['Socializing']
773|20991616|Calligraphy Meetup|110|open|This is a group for anyone interested in Calligraphy Calligraphy is the art of writing and by extension of bookmaking This art has most often employed the Arabic script throughout many languages If you have any interest of learning Classical Ottoman Calligraphy join us and enjoy the workshop|2016-11-01|['Hobbies & Crafts']
774|22321636|Universal Healing Tao.ie|57|open|Mantak Chia s Taoist system of health vitality and well being|2017-02-10|['Health & Wellbeing', 'Support']
775|22329276|Dublin Artificial Intelligence & Deep Learning|1716|open|Welcome to the group We re excited to bring you the latest happenings in AI Machine Learning Deep Learning Data Science and Big Data Who are we We re H2O ai creators of the world s leading open source deep learning and machine learning platform used by more than 90 000 data scientists and 9 000 organizations around the world Our goal is to congregate with data enthusiasts from all over Dublin and discuss trending topics in the world of AI We also regularly invite esteemed industry influencers and thought leaders who talk shop on all things data science Sound like a good time Get your feet wet with H2O beforehand by downloading H2O from our website Already a rainmaker H2O power user or have questions Please visit our StackOverflow page If you d like to speak at future meetups co promote your meetup or inquire about sponsorship opportunities please reach out to ian h2o ai Read about our code of conduct here Thank you for advancing the future of data science Ian Community Manager H2O ai ian h2o ai Follow us on Twitter h2oai|2017-02-11|['Tech']
776|29707483|Rathmines College Beginners Drama Classes|33|open|This is beginners Drama class run by Rathmines College evening classes It is designed for those of you who have always wanted to learn about drama and performance but have never had the confidence to do so The teacher Gabrielle Breathnach has over 20 years teaching experience and will guide you gently through the classes to help you reach your target Classes are small fun and relaxed and include a trip to the Theatre Classes are very reasonably priced at 85 00 for 10 weeks Classes begin on September 18th from 7 30pm to 9pm Registration takes place on September 10th and 11th from 6pm to 8pm in Rathmines College I will be there to answer any questions you may have I look forward to seeing you there|2018-09-04|['Arts & Culture']
777|22422001|Brazilian Dance Weekend|600|open|This is a group for anyone interested in Brazilian Zouk Samba de Gafieira Contemporary Dance and dancing in general All skill levels are welcome Looking forward to seeing you on the dance floor|2017-02-16|['Dancing']
778|20975543|Share IT Dublin|482|open|We are living in times of great changes New technologies are emerging at an unprecedented rate creating exciting opportunities for businesses while at the same time presenting numerous challenges As this trend continues organizations everywhere are feeling the impact and are learning how to adapt their business model to the new reality In our daily work we get to see this digital transformation first hand Now we are reaching out to the wider community and invite you to join us in sharing your experiences thoughts and perspectives on how technology is changing the business world and the implications this will have on the future We will organize regular meetups to discuss and debate IT related topics as well as invite presenters and lecturers to speak about emerging IT developments that are having an impact on organizations today|2016-10-31|['Tech']
779|22452004|Sound & Relaxation|284|open|Group sessions Sound Journeys Sound Baths give participants the chance to enjoy deep relaxation by either sitting or lying comfortably on a mat using blankets and cushions and simply letting guided meditation sounds of Tibetan Singing Bowls Gongs Wind Chimes and other instruments help their body and mind let go of tension worries stress This is very much a chance for anyone no matter what age to come and take some time out and let body and mind relax to the beautiful sound of Tibetan Singing Bowls and other calming sounds|2017-02-18|['Health & Wellbeing', 'Support']
780|18508133|Irish Set Dancing & Sean Nós Classes in Dublin Ireland|1277|open|Who We are a group of people who love to dance of all ages young and not so young singles and couples dancers and newcomers No experienced needed this group is for anyone who wants to join in everyone can learn to dance and we regularly prove this to people who started out saying they had two left feet Click here to join our mailing list What We meet up to learn Set Dancing Irish folk dance danced in groups of 8 and Sean N s Irish old style solo step dance While the steps movements and timing of the dances are explained and taught we don t take it too seriously the primary focus is on meeting up and enjoying the dance Why It s great fun and good exercise it s a lovely way to socalise and a very enjoyable alcohol free night out The dances we learn are danced at festivals throughout Ireland so when festival time comes around we are able to join in the festival fun rather than watching from the sidelines How It s very easy to join no need to book just turn up the cost is a total of 10 euro per class which includes both set dancing and Sean N s The group is very welcoming of new members the most common reaction of people who come along for the first time is this is really great fun I wish I d found out about it years ago Where When There are threeclasses a week in Dublin and you can switch between venues any time you like Tuesday evenings click here for Tuesday Evening Meetup Group 8pm 10pm Sean N s 7 30pm 8pm Our Lady s National School Clonskeagh St Columbanus Road Windy Arbour South Dublin Wednesday evenings click here for Wednesday Evening Meetup Group 8pm 10pm Sean N s 7 30pm 8pm Marino Institute of Education Charlemont Griffith Avenue Drumcondra Dublin City North Wednesday mornings click here for Wednesday Morning Meetup Group 11am 1pm Sean N s 10 30am 11am The Glenside Pub Landscape Road Churchtown South Dublin For up to date details of all venues visit www ceili ie Most people pick one day that suits them and stick with that venue but you are welcome to attend at any or all venues or switch between venues from week to week More Information Mailing List Click here to join our mailing list FAQ Click here for Frequently Asked Questions Website I look forward to seeing you at one or other of the venues Pat ceili ie|2015-03-17|['Dancing']
781|29705555|Purple Rabbit -Dublin Conceptual Art|50|open|If you want to get creative and play a little this is for you This group is for anyone who wants to have a space to create and develop their skills as an artist beginner to graduate to enthusiast if you are looking for a hobby then this is the place This could also be a place for school leavers to work on a portfolio for art college entry with guidance if wanted ALL WELCOME I am a MFA graduate and installation artist with nowhere to play Each session will be given a thematic heading to work from using any material you fancy be it painting drawing collage sculpture print ANYTHING Bring magazines books photos clothes found objects anything that inspires you or gives you meaning and that will work to develop your own unique style|2018-09-04|['Arts & Culture']
782|20968323|Dublin International friends, drinks, parties, walks (1600+)|1748|open|Dublin can be lonely place It can be even more isolated if you are a bit older or if you are an expatriate who does not have a social network in the city You seek substantive intelligent conversations and not mindless chatter We want to bring together like minded people who prefer to socialise in relatively quiet locations including quiet bars and restaurants where people can establish connections and friendships beyond mere acquaintances Our meetups will be carefully organised monthly to ensure we are small enough in number so that we remember most names and exchange numbers with many by the end of it We will also try and maintain a reasonable balance between women and men at our events We will strive to offer a comforting and warm group which is multinational with a high degree of sensitivity and will be welcoming We will try to maintain a clubby close knit feel to our group You may be single attached married separated or a grand dad we do not care this is not a group exclusively for singles couples are very welcome but be open to new friendships and experiences We could go to bars restaurants cruises trips concerts sports events holidays dances and parties yoga etc and so the meetups will be diverse This club will be about friendships and connections but above all having fun together with friends Part of the Expats Club www theexpatsclub net|2016-10-30|['Cars & Motorcycles', 'Outdoors & Adventure']
783|22568056|Articulate User Meetup Dublin|87|open|Hey welcome This Meetup group is for e learning enthusiasts and Articulate users in and around Dublin who are interested in an exchange about e learning and the authoring tools Articulate Storyline Articulate Studio or Articulate 360 Topics that we ll focus on are E learning examples E learning project management Tips and tricks for working with the tools Best practices for concept and design of online courses Career tips for Instructional Designers and E Learning Developers And this is just the beginning we re looking forward to your suggestions Nicola Steven|2017-02-22|['Education & Learning']
784|29699279|Dublin Creative writing Meetup|50|open|Anyone with a passion for creative writing and would like to share their writing in a supportive group We are a group of people who are passionate about any kind of creative writing and are dedicated to helping and supporting each other in a relaxed and encouraging atmosphere|2018-09-03|['Writing']
785|22574765|Pilgrims' Prayer|36|open|WHAT IS PRAYER Thomas Keating said Through grace we open our awareness to God whom we know by faith is within us closer than breathing closer than thinking closer than choosing closer than consciousness itself Dr Charles J Keating said Who We Are is How We Pray Is it true What is prayer for you And what do we need self exploring prayer group prayer guide and sacred literature studies in order to develop our prayer life These and many other questions you might have we will face and explore in our joint prayers reflections and discussions Pilgrimage to Sacred places all around the Ireland and Day Retreats also will be major activities of our Program When we enter into a prayer life we become aware that true prayer being with God requires both Grace and discipline Let s go together through inevitable difficulties every Pilgrim has to face encouraging and supporting each other with loving presence and mutual prayers Please visit our DISCUSSION ON PILGRIMAGE and to reed prayers for the Pilgrimage Retreat on 25th February 2017 and view the photos of Saint Brigid s Well in Kildare the place our first gathering Pilgrimage Thank you|2017-02-22|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
786|22592999|Weekend Film Fanatics|1242|open|A group for Dubliners who are obsessed with movies and spend all their free time at the cinema or watching them on telly or even making them We ll be going to Cineworld on Parnell Street Saturdays and Sundays late afternoons early evenings most of the time because of its convenience and membership scheme but anyone s welcome to become an assistant organizer and set up meetups at places like the IFI or the Light House or wherever they like Hope to meet you soon|2017-02-23|['Movies & Film']
787|29693307|A New Dawn in Ireland|40|open|Let s get together have some fun and support one another in creating our new life in Ireland|2018-09-02|['Socializing']
788|22665125|Dublin Aikido Meetup|51|open|For anyone over 16 who would like to try a new experience An introductory Aikido class which will teach the basic principles history and philosophy of this Japanese martial art through participation|2017-02-27|['Fitness', 'Sports & Recreation']
789|22682373|The Dublin Technology Leaders Society|422|approval|The Dublin Technology Leaders Society is a group for meeting of CIOs CTO s VPs of Engineering and the like These rules aren t firm more guidelines Interested in networking and professional development then this is the group for you The Dublin CIO Leaders Society meets every month Meetings are Wednesday or Thursday evenings from 6pm 8 30pm Meeting format 30 minutes of networking 60 minute guest speaker or narrated panel on current IT Leadership relevant topics and trends 30 minute Q A 30 more minutes of networking A complimentary buffet style meal of light food and drink served at 80 Harcourt Street Dublin 2 The goal is to share proven best practices in technology leadership to solve problems and help each other grow In order for our discussions to be effective and focused we are invitation only please contact me if would like to be considered for membership Looking forward to exploring the Future of IT with everybody|2017-02-28|['Tech']
790|22682523|Dublin Content Strategy Meetup|141|open|The Dublin Content Strategy MeetUp is a gathering place for content strategists content engineers and other professionals who are willing to share their best practices and lessons learned We are s a community of professionals involved in the creation delivery and governance of content including web writers and editors content strategists technical writers content engineers and content managers We meet monthly to further our shared commitment to creating more effective online and interactive content network and grow If you re interested in content strategy or web content please join us|2017-02-28|['Tech']
791|20937767|Citrix User Group Community Ireland|16|open|For the users by the users we are dedicated to helping our members and their businesses excel Our members are technology professionals interested in maximizing the value of Citrix and partner products Together we are a source of high value content and knowledge sharing an online and in person hub for professional connections and a voice of influence with Citrix The CUGCI is a place for people to share experiences of their work with Citrix products learn from their peers and give feedback directly to the Irish Citrix team about what you want to see change in the future|2016-10-28|['Tech']
792|22726046|Crypto Coast Fortnightly Meetup|1309|open|These regular meet ups are an opportunity for new and prospective members to get face to face in an informal setting to discuss existing and up coming projects and workgroups|2017-03-02|['Tech']
793|18495293|RelEng|19|approval|This is a group for anyone interested in the art and science of Software Release Engineering I started this group because to meet other release engineers and also to bring awareness of the importance of this role in today s tech organisations I would love to exchange knowledge and experiences to learn specific topic such as metrics tools processes best practices etc but also to hear your interesting FTW and or clusterf ck stories Depending on the number of members an agenda will be set for regular meetings Meanwhile feel free to have a look into the upcoming event Welcome Artur|2015-03-12|['Tech']
794|22747189|Dublin electronic music producers Meetup|201|open|Hey there A group for anyone producing electronic music out there in Dublin whether it is Electro Techno House Downtempo and regardless of the equipment used computer based or analog and who would like to get in touch with others doing same Plan is to get a meet up going to discuss projects events ideas People that love Synthezisers Berlin electronic music DJ ing get in touch|2017-03-03|['Music']
795|9026912|AskATon|291|open|Supporting diversity in Irish STEM since 2013 AskATon is a voluntary organisation based in Dublin Ireland supporting diversity in STEM Our event format is quite unique featuring surprise impromptu talks from our event participants as well as panel talks keynotes and workshops Friendly and safe AskATon events Diversity focused tech events business meetups Free STEM and social entrepreneurship focused One theme per month a speaker or two and a ton of questions asked Meetup com is the preferred membership platform Here s our group We insist in questions being asked These events are there for people to leave with knowledge We want your questions answered the unknowns addressed Come prepared Ask ask ask The speakers are there for you They want your questions Ask ask ask The members are there to help and be helped Share share share This may be a female friendly event but everyone is welcome This is about supporting diversity Have ideas Suggestions Do share AskATon of questions from your own community Organise your own event Anyone can organise an AskATon Monday to Friday Max 2 hours One event per month The monthly theme comes from us You may not charge for these events You may seek sponsorship food drink Use meetup com and just be kind use common sense and help No religious or political views to be promoted within these events Thank you|2013-06-21|['Career & Business']
796|22753715|Polarity Therapy & Yoga Dublin|35|open|Polarity therapy is a unique and powerful balancing system with techniques aimed at integrating our physical emotional and mental well being It offers individuals a systematic method which promotes self awareness vitality and relaxation Is based on the premise that disease or discomfort occur when our life energy is blocked or is out of balance The free flow of life energy is necessary for good health and balanced state of being The aim is to correct imbalances in the energy flow and enable the body s self healing systems to operate effectively Diet yoga massage and facilitation are the key areas we can address|2017-03-03|['Health & Wellbeing', 'Support']
797|22809016|Bouldering for Women in Dublin|79|approval|Hey there This is a new meet up for women in Dublin to get together an and go bouldering in Dublin It is aimed for women at all skill levels for experienced climbers new climbers and for the curious among us Lets get together climb together share tips and have some fun getting fitter and stronger This is intended as a community group so all members are encouraged to host and post events and obviously to come to whats scheduled you can also find us on FB I look forward to meeting you at an event soon Dia x|2017-03-07|['Fitness', 'Sports & Recreation']
798|20927566|HACK THE HR - Improving the recruitment process|50|open|Prosperity is hosting an informal get together with beer and pizza for any techies who would like to air and share their grievances about recruiters You will get a chance to chat to one or two HR offenders as well We really hope to learn how to write better job descriptions and offer more effective representation and would be delighted if you can attend Please note that attendees will be searched for weapons at the door Venue Prosperity office on Drury Street Dublin 2 Please let us know if you are interested damien prosperity ie karolina prosperity ie|2016-10-27|['Career & Business']
799|29683465|Women And Men On The run|86|open|Anyone interested in taking care of their own personal wellbeing|2018-09-01|['Health & Wellbeing', 'Support']
800|20926534|SharePoint Meetup Dublin|49|open|Calling all Irish SharePoint Developers SharePoint Consultants SharePoint Administrators This Meetup Group is for anyone who is working with SharePoint or who wants to find out more about SharePoint|2016-10-27|['Tech']
801|20925461|The Empowered Woman|96|open|This group is for all the women who are trying to find their way Who want more out of life Who want to live Epically and leave their mark in the world This is for the women who know that there s something out there that s waiting for them be it better health better nutrition more energy stronger self confidence more power more money or new positive perspectives on life WOMEN WHO BEHAVE RARELY MAKE HISTORY Do you have constant excuses to explain WHY you can t do what makes you happy Are you struggling to find your way Are you feeling unfulfilled stressed with all of your responsibilities and expectations As women we face particular challenges in growing old We set our path and then society family spouses and or children have their way of creeping in and taking over Often this goes on for years without realising it It isn t until a cataclysmic event happens like losing our job our spouse leaving us or our children growing up that we realise that we are not the people we set out to be I have good news If you re reading this then you ve already taken the first step to improving your life CONGRATULATIONS Maybe your responsibilities overwhelm you Maybe you realise that life has become serial routines you do without any deep fulfilment Feeling unfulfilled is normal but can often make us feel guilty and this guilt often triggers a vicious cycle of negative thinking and limited potential Society has taught us that being a mom a wife and free to have a career should make us happy people But they forgot to teach us how to manage it all without losing who we are in our core If this sounds like you or if you re looking to ensure you skip this type of Mid Life Crisis then this group is for you THE BEST TIME TO START SOMETHING WAS 20 YEARS AGO THE SECOND BEST TIME IS TODAY I am the Change Catalyst Coach I focus on helping women find themselves and creating a fulfilling life of their choosing on their terms I am a certified Nutritionist NLP Practitioner Stress Management Coach Health Wellness Coach and a few other things I m a Separated mom of 3 little girls with whom I have lived around the world following my now ex husband s career I m an expert Re Inventor of life and lifestyle I have had 3 successful businesses in France and Spain and have just launched 2 other ones here in Ireland I used to live for the greater goal of my family forgetting to prioritise myself in the mix I was lucky I started my self development career before my separation So when it happened I was mentally strong enough to handle it But it still hurt like Hell and made me re evaluate everything Now I live the life I always wanted And I want to show you how easy it can be for you I m committed to helping women overcome the difficulties in their lives and teach them how to use moments of stress and loss as weapons of mass achievement I know from experience what it takes to pick yourself up by the bootstraps and get marching on your goals I want to share my training and experience with women looking to change their lives for the better FOREVER Join me You can check me out at www carlamjones com or by googling my name on Youtube to find some videos and my Spanish Cooking TV Show|2016-10-27|['Health & Wellbeing', 'Support']
802|29655142|Antioxidants a solution to Anti-ageing? Nutrition Talk|31|open|Antioxidants a solution to Anti ageing Do Antioxidants speed healingCan meat be an antioxidantHow pollution increases the need for these nutrientsHow to get the body to make its antioxidantsHelp solve the problem of energy and enduranceHow antioxidants help produce nitric oxide and open up the circulation and overall driveThe secret to getting wastes out of your system and freeing your energy|2018-08-28|['Health & Wellbeing', 'Support']
803|20918971|C4Her:Connections4Her|277|open|When women support each other incredible things happen These meetups are for women looking to support love and empower each other Have you ever hoped to be part of an organisation that sets out to make a positive impact on the world Would you like to develop improve or gain leadership skills Are you looking for that group of sisters that are like minded empowering and inspiring Or are you simply looking to gain some sense of fulfilment as you set out to help others Well then this may be the group for you We are hoping to form an unbreakable sisterhood bond between ourselves where we can share experiences educate ourselves and each other on different areas aspects and issues of life Everyone has concerns worries and fears and this group hopes to support comfort and encourage each other by coming together and building supportive networks and connections to overcome challenges we are facing or may face We also hope to broaden our understanding on certain issues and explore different ways to fix them A shared experience from one person can uplift empower and fuel the spirit of another Not only do we hope to be hearers but also doers problem solvers teachers and leaders of our nation We aim to actively set up platforms and events to improve tackle and raise awareness for some of the issues that will be discussed at these meetings Our major focus is to build provide or direct women to relevant support systems ranging from mental health issues a broken heart unemployment employment issues or someone looking for a true friend This help will come from women coming together to share experiences and directions to provide solutions to these issues We are women coming to discuss issues and to support other women Meeting layout Saturdays 7 30pm 9 30pm November 19 Introduction getting to know each other Overview of topics to be discussed and brainstorming of new ideas Topic for intro The faith of a millennium woman December 17 Mental health and depression What is mental health What kind of mental health issues are specific to women Triggers and risk factors What are the signs and symptoms of mental health detection Do we think that there is a safe place to seek help for mental health What do you do or where can you go to find help for mental health January 14 Self image Different body types hour glass plum pear shape education Different types of metabolisms Self image plastic surgery breast lift shape weaves makeup Weight gain Weight loss Diet and weight gain options February 18 Relationships Friends dating Tips for dating online dating Single at valentines husband and wife relationships May 20 Gender expectations Men crying Care taker for sick child husband or wife Who do you call in times of trouble mum or dad Maternity and paternity leave issues How do we break from gender expectation issues July 15 Work and family Women in the work place confidence Seeking additional help cr che nannies Pressure to stay at home Pressure to work And whatever new ideas we brainstorm Infact we can meetup more regularly All discussions are possible expansions to create events We hope to invite guest speakers eg Therapists to enable better understanding of certain issues eg mental health We welcome all women from all ages professions and backgrounds because we believe that every individual has something valuable to share give and teach We are new we are ready and we are looking for you to help brainstorm ideas to help develop this group The most powerful thing in the world is what happens when people meetup so let us come together and build that support system that is very much needed Or just drop by to join in on the conversation Ref|2016-10-26|['Health & Wellbeing', 'Support']
804|18494433|Student Entrepreneurs|225|open|We bring together a group of young innovators looking to change the future What makes us special is our objective of enabling product creativity that ensures a project is ready to be developed within the right team by the end of our action packed weekend Imagine an idea that has already been coded and built after one event making it ready to be commercialised over a very short period of time|2015-03-11|['Career & Business']
805|22945002|Dublin Tableau User Group|50|open|Creating informative visualizations with Tableau is great Getting to learn the all the different ways you can use Tableau and present information is even better The aim of this group is to get together analysts and enthusiatsts who use or aspire to use Tableau and are excited to learn from others or share their experience tips and tricks with others|2017-03-20|['Tech']
806|20912825|F5 Irish User Group|31|open|Current F5 user Want to learn more about F5 Want to meet other F5 users Want to just have a beer on F5 Please join us|2016-10-26|['Tech']
807|20903647|Dublin Open Source Meetup|791|open|Meet others in your local area who want to join the Open Source revolution Gather to discuss the benefits of using open source projects and developing open source software Hear great speakers on a wide range open source topics Come by and join us|2016-10-25|['Tech']
808|18493867|BLT: Open Source Hackathon|553|open|B L T stands for Build Learn and Teach OSS stands for Open Source Software B L T OSS is a hackaton for helping people to understand and contribute back to the open source software ecosystem Together we can build a better OSS community in Dublin You can join our SLACK channel here Please checkout our Code of Conduct if you would like to attend Everybody is welcome Your level of software development skills does not matter what matters is the desire to learn new things|2015-03-11|['Tech']
809|29639349|Cycling for Beginners and Commuters|50|open|Welcome This group is for everyone from beginners wanting to learn how to cycle to those who would like to commute but find it intimidating While cycling is without doubt an enjoyable experience there are many who either cannot cycle or are not confident in their ability or fitness This forum is to provide the skills and confidence to pursue whatever cycling activity you want I intend to organise one to one sessions building up to group outings I am an ex ADI driving instructor and keen cyclist practicality and fun rather than competitive I developed a driving course for nervous drivers and see that there is probably a greater need for one for aspiring cyclists|2018-08-27|['Fitness', 'Sports & Recreation']
810|29632066|Holistic Options For Infertility Group|1|open|For anyone who would like to have some Holistic advice or treatments to help with fertility issues Infertility needs to be addressed and stress plays a key factor with interfering with our bodily functions I am on a journey myself I would love to meet other likeminded people in Blanchardstown area|2018-08-26|['Health & Wellbeing', 'Support']
811|22985542|Easy Riders • Ladies and Gentlemen • Ireland|104|approval|Hi there br I created this meetup riding club group to help men and women to find friends to ride with People who want s to improve their riding skills by learning from others they d like to learn more about group riding and social life around motorcycles or simply for sharing experience br The club is open for tour day trip short trip suggestions weekly meeting or weekends out everything we d like to do with our motorcycles Cheers|2017-03-23|['Cars & Motorcycles', 'Outdoors & Adventure']
812|22994323|Dublin Risk & Compliance Meetup|20|approval|A forum for those working in Risk and or Compliance functions across the sectors Topics will be covered according to the interests of the members|2017-03-24|['Tech']
813|22994867|Socializing Dublin !!|955|open|For young professionals in their 20 s or 30 s who are looking forward to widen the diversity of their social network|2017-03-24|['Socializing']
814|20825862|What's on Your Plate Dublin?|118|open|This group is for people who are looking for strategies to create a healthy lifestyle with regards to nutrition and personal development We invite anyone who feels like they could do with some support around these issues to join Our aim is to provide value those those who have experienced challenges with weight loss overeating binge eating emotional eating etc We looks forward to meeting you all and sharing our knowledge and experience|2016-10-20|['Health & Wellbeing', 'Support']
815|23006133|Litter clean-up :: 90% cleaner in 90mins|74|open|We pick a filthy place in Dublin about once a month Then we make it 90 cleaner in 90 minutes Why 90 in 90mins Because it kinda rhymes Plus an hour a half is long enough for most people Black bags rubber gloves provided Or bring your own|2017-03-25|['Community & Environment', 'Movements & Politics']
816|18486011|Dublin's Hyper-Converged Infrastructure Meetup|165|open|Need to upgrade your server infrastructure Want to learn more about cloud computing and hyperconverged storage solutions Looking to build a data centre worthy of a modern enterprise Join us for our MeetUp series on Hyper Converged Infrastructure with speakers from some of the foremost vendors in the industry and meet like minded people in the industry|2015-03-08|['Tech']
817|23049716|BabyBoomersAct 3|21|open|BabyBoomers are now living about 30 years after retirement so they have many active years ahead Do you know what direction you want to go or be in your Third Act of life We will be acting as a support group to members who want to exchange ideas about their Third Act and will also be organising social events and talks of interest on a regular basis Social events will include walking movies away trips food and wineTalks will include The Third Act Financial Planning Jobs Pensions and Charity|2017-03-29|['Socializing']
818|23060128|European Cyber Threat Summit 2017|470|open|Now in our seventh year this year s Cyber Threat Summit will have a very European focus The largest event of it s kind it will attract cyber security experts from all over Europe to discuss all aspects of cyber security including issues such as GDPR the NIS Directive and of course BREXIT We have three distinct streams running concurrently Strategic Operational and Technical 2017 will also see the introduction of a Cyber Startup Zone giving innovators a chance to shine and network with potential investors Women in Cyber the Safety of Children the Cyber Skills Gap and Ireland s opportunity with Cyber are among the topics being debated|2017-03-30|['Tech']
819|20822814|#PlatformCoop Meetup|18|open|Can we own the technology platforms we use and love or rely on and must use For people interested in talking about the user owned economy and the future of internet ownership|2016-10-20|['Career & Business']
820|23102782|Dublin Yoga/Fitness Meetup|294|open|Any avid yogis beginner yogis or curious yogis come and join my group Love to meet like minded people I m teaching yoga at the moment in Sandymount and Drumcondra Looking for new people to come along to my classes I am currently teaching yoga for the core and challenging postures Also focus on different breathing techniques breath awareness and mindfulness Wrap each class up with a lovely meditation and pranayama practice Would love to hear about your own experiences and any suggestions on improving practice|2017-04-02|['Health & Wellbeing', 'Support']
821|20767890|Find Your Camino|160|open|Would you like to walk or cycle the Camino in 2017 Follow the Camino will be back on October 25th to talk about the famous Camino de Santiago and choosing between walking and cycling Follow the Camino organises everything for you from airport and luggage transfers to accommodation in hotels with en suite rooms and places to eat etc Who should attend The talk is ideal for anyone who is interested in walking or cycling the Camino Camino tours are popular for couples groups and those planning to travel alone Why should you attend The talk is your chance to get an expert insight into Camino tours for locations options advice on suitable clothing and footwear As well as discussing the wide range of Camino tours available through Follow the Camino holiday expert Umberto Di Venosa will share his experiences of the Camino and talk about all of the different routes in Spain France and Portugal|2016-10-17|['Cars & Motorcycles', 'Outdoors & Adventure']
822|23111416|Dublin Career Network Meetup|26|open|This is a group for anyone looking for a job or to hire people etc All skill levels are welcome I started this group to meet other outdoor enthusiasts Looking forward to meet you|2017-04-02|['Career & Business']
823|18477633|Dublin Social Entrepreneurs|187|open|Dublin Social Entrepreneurs is a new meetup for innovators changemakers and thinkers Get together and hear from pioneers in the field of social entrepreneurship Let s discuss social innovation ventures and explore what s happening in the social good for profit sector|2015-03-04|['Career & Business']
824|23144101|Zhong Yuan Qigong - ZYQ|50|open|Zhong Yuan ZY Qigong is an ancient Chinese practise and complete healing and self development system to cultivate the connectedness of the human being with the universe It combines movement breath and mindful meditation to activate store and focus energy Qi for personal cultivation and healing self and others One can access and utilize this energy immediately and reach the power of an adept in a comparatively short period of time ZY Qigong belongs to the highest level of Qigong with steep in Buddhist Daoist Zen Buddhist and Shamanic practises The power of this practice is transmitted with assistance from more than 7000 years of realized teachers This practice has much to offer for those looking to improve health or develop their spirit ZY Qigong is free of any religions and has discarded unnecessary cultural elaborations retaining only the methods that really work ZY Qigong is meditaion based practise which combines gentle movements breathing techniques and mindful awareness to increase energy Qi ZY Qigong system integrates the physical energy and spiritual anatomies ZY Qigong is simple safe and easy to learn yet it is a powerful transformational tool to achieve Increase your energy Qi Achieve wellness Happiness and contentment Develop your spirituality Relax from stress Get wisdom and enlightment ZY Qigong can be practised together with other practises like Yoga Tai Chi or other types of Qigong it improves sensibility and teach how to increase energy ZY Qigong is very popular in Europe US and Canada with more than forty thousand students worldwide but not known in UK and Ireland This system has trained hundreds of ZYQ teachers and Image Therapy healers|2017-04-04|['Health & Wellbeing', 'Support']
825|23147000|Palmerstown Backgammon Meetup|50|open|New Backgammon club for both experienced players and newbies|2017-04-04|['Games', 'Sci-Fi & Fantasy']
826|23156382|StartUp Ballymun|92|open|The second StartUpBallymun free to attend event for 2017 will be on Thursday the 19th of November Boost your Business presents 6 entrepreneurs sharing their experiences of growing their companies and describing how web digital technology has supported business growth 6 speakers will describe how they started the challenges overcome success and failures and plans for the future Learn where they see opportunities lie in the future Learn how they harness digital technology to manage and promote their enterprises Learn from others real live case studies Also on offer information and guidance from local enterprise partners free mentoring from the expert mentors of LEO Dublin City real time evaluations of your on line social media presence for businesses only from digital business advisers network with our panel and other business owners Moderated by business mentor Billy Linehan of Celtar business consultants|2017-04-05|['Career & Business']
827|23157273|Venture Business Network|76|open|Venture Business Network is a professional group of business owners and managers who are interested in growing their businesses through making the right connections Established by Shay Cahill in 2007 it has consistently facilitated meetings of groups on a weekly basis where networking begins relationships are established and the serious business of helping one another gain access to the ideal business connection starts Like to know more Feel free to attend any of the Group Meetings in and about Dublin but please drop a note to Shay Cahill or an email to info venturenetwork ie and confirm when and where you expect to attend looking forward to connecting further with you and for you|2017-04-05|['Career & Business']
